Date,High school of less,Associates degree,Bachelors degree or higher,Overall,16-24,25-54,55+,Overall.1,Male,Female,Overall.2,Professional and management,Service,OPTICS,Overall.3,Construction and mining,Education and health,Finance and business services,Leisure and hospitality and other services,Manufacturing,Public administration,Trade and transportation,Overall.4,New England,Middle Atlantic,East North Central,West North Central,South Atlantic,East South Central,West South Central,Mountain,Pacific,Overall.5,Usually Full-time,Usually Part-time,Overall.6,Job Stayer,Job Switcher,Overall.7,MSA,non-MSA,Overall.8,Lowest quartile of wage distribution,2nd quartile of wage distribution,3rd quartile of wage distribution,Highest quartile of wage distribution,Overall.9,Lowest half of wage distribution,Upper half of wage distribution,Paid Hourly,Not Paid Hourly,Overall.10,Overall.11,Overall: Weighted,Overall: Weighted 97,Overall.12,Services,Full-time,College degree,Age 25-54,Female.1,Male.1,Job Stayer.1,Job Switcher.1,Paid Hourly.1,Overall: Weighted.1,Overall: Weighted 97.1,Overall: Weekly Basis,Overall: 25/20 trimmed mean,Lower 1/2 of wage distn,Upper 1/2 of wage distn,3MonthInterestRate,MoM Change,Employment_Rate,PresParty,SenParty,HouseParty,TrifectaFlag,FedMinWage,GDP_AnnualGrowth,Year
1995-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.55072,Democrat,Republican,Republican,,$4.25,2.70%,1995.0
1995-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.47986999999999,Democrat,Republican,Republican,,$4.25,2.70%,1995.0
1995-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.49014,Democrat,Republican,Republican,,$4.25,2.70%,1995.0
1995-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.56976,Democrat,Republican,Republican,,$4.25,2.70%,1995.0
1995-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.50177,Democrat,Republican,Republican,,$4.25,2.70%,1995.0
1995-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.37076,Democrat,Republican,Republican,,$4.25,2.70%,1995.0
1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.35098,Democrat,Republican,Republican,,$4.75,3.80%,1996.0
1996-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3238341968911928,72.52258,Democrat,Republican,Republican,,$4.75,3.80%,1996.0
1996-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5164622336991442,72.58811999999999,Democrat,Republican,Republican,,$4.75,3.80%,1996.0
1996-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3853564547206423,72.5637,Democrat,Republican,Republican,,$4.75,3.80%,1996.0
1996-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1919385796544936,72.70215999999999,Democrat,Republican,Republican,,$4.75,3.80%,1996.0
1996-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0638569604086702,72.81981999999999,Democrat,Republican,Republican,,$4.75,3.80%,1996.0
1996-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191448627951507,72.97932,Democrat,Republican,Republican,,$4.75,3.80%,1996.0
1996-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1910828025477817,73.04305,Democrat,Republican,Republican,,$4.75,3.80%,1996.0
1996-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3178639542275929,73.16701,Democrat,Republican,Republican,,$4.75,3.80%,1996.0
1996-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3168567807350975,73.29018,Democrat,Republican,Republican,,$4.75,3.80%,1996.0
1996-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1895135818066773,73.17096,Democrat,Republican,Republican,,$4.75,3.80%,1996.0
1996-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,73.1287,Democrat,Republican,Republican,,$4.75,3.80%,1996.0
1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3152585119798212,73.0508,Democrat,Republican,Republican,,$5.15,4.40%,1997.0
1997-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314267756128217,73.0754,Democrat,Republican,Republican,,$5.15,4.40%,1997.0
1997-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2506265664160345,73.36824,Democrat,Republican,Republican,,$5.15,4.40%,1997.0
1997-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1249999999999973,73.34245,Democrat,Republican,Republican,,$5.15,4.40%,1997.0
1997-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0624219725343322,73.48302,Democrat,Republican,Republican,,$5.15,4.40%,1997.0
1997-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1249219237976273,73.45033000000001,Democrat,Republican,Republican,,$5.15,4.40%,1997.0
1997-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1247660636306768,73.6683,Democrat,Republican,Republican,,$5.15,4.40%,1997.0
1997-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1869158878504695,73.75298000000001,Democrat,Republican,Republican,,$5.15,4.40%,1997.0
1997-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2487562189054548,73.65437,Democrat,Republican,Republican,,$5.15,4.40%,1997.0
1997-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2481389578163906,73.66705,Democrat,Republican,Republican,,$5.15,4.40%,1997.0
1997-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0618811881188063,73.81175,Democrat,Republican,Republican,,$5.15,4.40%,1997.0
1997-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1238390092879182,73.75459000000001,Democrat,Republican,Republican,,$5.15,4.40%,1997.0
1998-01-01,4.6,4.5,5.1,4.7,9.9,4.6,2.9,4.7,4.7,4.8,4.7,5.1,4.3,4.7,4.7,5.1,4.2,5.8,4.8,4.6,4.4,4.8,4.7,4.4,4.2,4.9,5.2,4.8,4.5,5.5,5.7,4.1,4.7,4.7,5.0,4.7,4.3,5.7,4.7,4.8,4.5,4.7,6.5,4.7,4.1,4.1,4.7,5.4,4.1,4.5,5.3,4.7,4.7,5.0,5.0,4.9,4.8,4.8,5.1,4.8,4.8,4.9,4.3,6.1,4.7,5.1,5.0,5.4,4.7,5.6,4.1,5.54,0.1859888406695597,73.70699,Democrat,Republican,Republican,,$5.15,4.50%,1998.0
1998-02-01,4.6,4.5,5.1,4.7,10.1,4.6,3.0,4.7,4.7,4.8,4.7,5.1,4.2,4.7,4.7,5.0,4.2,5.9,4.9,4.6,4.3,4.8,4.7,4.4,4.1,4.9,5.2,4.9,4.7,5.3,5.6,4.1,4.7,4.7,5.0,4.7,4.3,5.7,4.7,4.8,4.4,4.7,6.6,4.8,4.1,4.1,4.7,5.5,4.1,4.5,5.2,4.7,4.7,5.0,5.0,4.8,4.7,4.7,4.9,4.6,4.8,4.7,4.3,5.8,4.6,5.0,5.0,5.3,4.7,5.4,4.2,5.54,0.1856435643564413,73.77927,Democrat,Republican,Republican,,$5.15,4.50%,1998.0
1998-03-01,4.7,4.5,5.1,4.7,10.1,4.6,2.9,4.7,4.7,4.8,4.7,5.1,4.2,4.7,4.7,5.0,4.1,5.8,5.0,4.6,4.3,4.8,4.7,4.6,4.1,4.8,5.2,4.9,4.7,5.2,5.7,4.2,4.7,4.7,5.2,4.7,4.3,5.7,4.7,4.8,4.5,4.7,6.8,4.7,4.0,4.1,4.7,5.5,4.1,4.6,5.2,4.7,4.7,5.0,5.0,4.6,4.7,4.5,4.6,4.4,4.7,4.6,4.3,5.6,4.7,4.9,4.9,4.9,4.5,5.3,4.1,5.58,0.1852995676343338,73.79034,Democrat,Republican,Republican,,$5.15,4.50%,1998.0
1998-04-01,4.7,4.6,5.1,4.8,10.1,4.6,3.1,4.8,4.7,4.9,4.8,5.1,4.4,4.7,4.8,5.0,4.2,6.0,5.1,4.7,4.4,4.8,4.8,4.7,4.2,4.7,5.3,5.0,4.9,5.0,5.9,4.4,4.8,4.7,5.4,4.8,4.4,5.7,4.8,4.9,4.6,4.8,6.9,4.8,4.0,4.2,4.8,5.6,4.1,4.6,5.3,4.8,4.8,5.1,5.1,4.9,4.9,4.7,4.7,4.5,5.0,4.7,4.6,5.4,4.7,5.2,5.2,5.0,4.7,5.6,4.2,5.58,0.1849568434032056,73.87029,Democrat,Republican,Republican,,$5.15,4.50%,1998.0
1998-05-01,4.8,4.7,5.3,4.9,9.9,4.7,3.2,4.9,4.8,5.0,4.9,5.3,4.5,4.8,4.9,4.9,4.3,6.2,5.2,4.7,4.7,5.0,4.9,4.8,4.3,4.9,5.3,5.1,4.7,5.2,6.0,4.4,4.9,4.8,5.3,4.9,4.5,5.8,4.9,5.0,4.7,4.9,7.0,4.8,4.1,4.3,4.9,5.7,4.2,4.7,5.3,4.9,4.9,5.2,5.2,5.2,5.3,5.1,5.3,4.9,5.3,5.0,4.9,5.8,4.9,5.4,5.4,5.4,5.0,5.8,4.5,5.59,0.184615384615383,73.8739,Democrat,Republican,Republican,,$5.15,4.50%,1998.0
1998-06-01,4.8,4.8,5.3,4.9,10.2,4.7,3.2,4.9,4.9,5.0,4.9,5.4,4.5,4.8,4.9,4.8,4.4,6.2,5.1,4.7,4.6,5.1,4.9,4.8,4.3,5.0,5.4,5.1,4.9,5.3,6.0,4.5,4.9,4.9,5.2,4.9,4.6,5.8,4.9,5.0,4.6,4.9,7.1,4.8,4.1,4.5,4.9,5.7,4.2,4.7,5.4,4.9,4.9,5.2,5.2,5.4,5.5,5.4,5.7,5.1,5.4,5.4,5.1,6.0,5.0,5.8,5.8,5.9,5.3,6.3,4.6,5.6,0.1228501228501155,73.80325,Democrat,Republican,Republican,,$5.15,4.50%,1998.0
1998-07-01,4.9,4.7,5.4,5.0,10.1,4.8,3.2,5.0,5.0,5.0,5.0,5.3,4.7,4.8,5.0,4.9,4.4,6.2,4.9,4.6,4.8,5.1,5.0,5.0,4.3,4.9,5.5,5.2,4.7,5.4,5.9,4.5,5.0,4.9,5.2,5.0,4.6,5.8,5.0,5.1,4.7,5.0,7.1,4.9,4.1,4.5,5.0,5.7,4.3,4.8,5.4,5.0,5.0,5.3,5.3,5.4,5.6,5.5,5.8,5.2,5.3,5.6,4.9,6.4,5.2,5.8,5.8,6.0,5.3,6.5,4.5,5.59,0.1226993865030667,73.73663,Democrat,Republican,Republican,,$5.15,4.50%,1998.0
1998-08-01,4.9,4.6,5.5,5.0,10.2,4.8,3.2,5.0,5.0,5.0,5.0,5.4,4.8,4.8,5.0,5.0,4.5,6.2,5.0,4.7,4.8,5.1,5.0,4.9,4.2,5.2,5.5,5.2,4.6,5.5,5.9,4.6,5.0,5.0,5.2,5.0,4.6,5.9,5.0,5.1,4.7,5.0,7.1,4.9,4.1,4.5,5.0,5.8,4.2,4.8,5.4,5.0,5.0,5.3,5.3,5.3,5.5,5.3,5.5,5.0,5.2,5.4,4.9,6.3,5.2,5.9,5.9,5.7,5.2,6.5,4.2,5.58,0.1225490196078427,73.8111,Democrat,Republican,Republican,,$5.15,4.50%,1998.0
1998-09-01,4.9,4.6,5.6,5.0,10.1,4.8,3.2,5.0,5.0,5.0,5.0,5.4,4.7,4.8,5.0,5.0,4.5,6.3,4.9,4.7,4.9,5.0,5.0,4.9,4.2,5.2,5.6,5.2,4.6,5.4,5.7,4.7,5.0,5.0,5.2,5.0,4.6,6.0,5.0,5.1,4.7,5.0,6.9,5.0,4.1,4.6,5.0,5.7,4.3,4.8,5.4,5.0,5.0,5.3,5.3,5.1,5.2,5.1,5.3,5.0,5.1,5.2,4.5,6.6,4.9,5.5,5.5,5.4,5.0,5.9,4.3,5.41,0.1223990208078174,73.93894,Democrat,Republican,Republican,,$5.15,4.50%,1998.0
1998-10-01,4.9,4.6,5.7,5.0,10.0,4.9,3.3,5.0,5.0,5.0,5.0,5.4,4.8,4.8,5.0,5.0,4.5,6.2,5.4,4.8,4.9,5.0,5.0,4.8,4.3,5.1,5.5,5.3,4.6,5.4,5.6,4.9,5.0,5.0,5.1,5.0,4.6,6.0,5.0,5.1,4.6,5.0,6.9,4.9,4.2,4.6,5.0,5.7,4.3,4.8,5.5,5.0,5.0,5.4,5.4,5.0,5.0,5.0,5.5,5.0,5.1,4.9,4.4,6.3,4.7,5.4,5.4,5.2,4.9,5.3,4.6,5.21,0.2444987775061191,73.86716,Democrat,Republican,Republican,,$5.15,4.50%,1998.0
1998-11-01,4.9,4.6,5.8,5.0,9.9,4.9,3.4,5.0,5.0,5.1,5.0,5.5,4.8,4.8,5.0,4.9,4.5,6.2,5.2,4.8,5.1,5.0,5.0,4.7,4.4,5.2,5.6,5.2,4.6,5.5,5.4,4.9,5.0,5.0,5.1,5.0,4.6,6.0,5.0,5.2,4.6,5.0,6.7,4.9,4.3,4.7,5.0,5.7,4.4,4.8,5.5,5.0,5.0,5.4,5.4,4.9,4.9,5.0,5.7,5.0,5.0,4.9,4.3,6.4,4.6,5.4,5.4,5.3,4.8,5.0,4.9,5.24,0.0,73.91169000000001,Democrat,Republican,Republican,,$5.15,4.50%,1998.0
1998-12-01,4.9,4.5,5.6,5.0,9.9,4.9,3.3,5.0,5.0,5.1,5.0,5.5,4.7,4.8,5.0,4.7,4.5,6.3,5.1,4.9,5.1,5.0,5.0,4.7,4.5,5.2,5.6,5.2,4.6,5.6,5.2,4.9,5.0,5.0,5.0,5.0,4.6,6.1,5.0,5.2,4.5,5.0,6.6,5.1,4.2,4.7,5.0,5.7,4.4,4.8,5.5,5.0,5.0,5.4,5.4,5.0,5.0,5.1,5.4,5.0,5.2,4.8,4.5,6.3,4.8,5.5,5.5,5.3,4.9,5.3,4.6,5.14,-0.0609756097560976,74.04733,Democrat,Republican,Republican,,$5.15,4.50%,1998.0
1999-01-01,4.9,4.6,5.8,5.1,9.8,4.9,3.2,5.1,5.0,5.1,5.1,5.6,4.7,4.8,5.1,4.8,4.6,6.2,4.8,4.8,5.4,5.1,5.1,4.8,4.5,5.2,5.5,5.3,4.8,5.5,5.1,4.9,5.1,5.1,4.9,5.1,4.7,6.0,5.1,5.2,4.5,5.1,6.5,5.1,4.2,4.7,5.1,5.7,4.5,4.8,5.7,5.1,5.1,5.5,5.4,5.0,4.9,5.1,5.3,5.0,5.0,4.8,4.6,5.9,4.7,5.4,5.4,5.2,5.0,5.3,4.5,4.89,0.2440512507626557,74.07497,Democrat,Republican,Republican,,$5.15,4.80%,1999.0
1999-02-01,4.9,4.5,6.0,5.1,9.6,5.0,3.3,5.1,5.1,5.1,5.1,5.7,4.8,4.8,5.1,4.9,4.7,6.3,4.6,4.8,5.5,5.2,5.1,4.9,4.7,5.2,5.5,5.3,4.7,5.6,5.1,5.1,5.1,5.1,4.9,5.1,4.7,6.1,5.1,5.3,4.5,5.1,6.5,5.2,4.2,4.8,5.1,5.7,4.5,4.8,5.8,5.1,5.1,5.5,5.5,5.0,5.1,5.1,5.3,5.1,5.0,5.0,4.7,5.8,4.7,5.4,5.4,5.2,5.0,5.6,4.4,4.9,0.1217285453438687,73.93726,Democrat,Republican,Republican,,$5.15,4.80%,1999.0
1999-03-01,4.9,4.7,6.1,5.2,9.7,5.1,3.2,5.2,5.2,5.2,5.2,5.8,4.8,4.9,5.2,5.0,4.8,6.3,4.4,4.9,5.5,5.3,5.2,4.8,4.8,5.2,5.5,5.4,4.6,5.8,5.4,5.1,5.2,5.2,4.9,5.2,4.7,6.2,5.2,5.4,4.6,5.2,6.5,5.3,4.3,4.9,5.2,5.8,4.6,4.9,5.9,5.2,5.2,5.6,5.6,5.2,5.3,5.3,6.0,5.3,5.1,5.4,4.9,5.8,4.8,5.5,5.6,5.5,5.3,5.8,4.7,4.91,0.3039513677811634,73.9397,Democrat,Republican,Republican,,$5.15,4.80%,1999.0
1999-04-01,4.9,4.6,6.2,5.1,9.6,5.1,3.0,5.1,5.2,5.1,5.1,5.7,4.7,4.9,5.1,4.9,4.7,6.4,4.3,4.8,5.5,5.3,5.1,4.7,4.8,5.4,5.5,5.1,4.7,5.8,5.1,5.2,5.1,5.2,4.8,5.1,4.7,6.2,5.1,5.4,4.5,5.1,6.4,5.3,4.3,4.8,5.1,5.8,4.5,4.9,5.8,5.1,5.1,5.6,5.6,5.2,5.3,5.2,5.8,5.2,5.0,5.3,4.7,6.1,4.9,5.6,5.6,5.6,5.1,6.0,4.5,4.88,0.7272727272727098,73.81314,Democrat,Republican,Republican,,$5.15,4.80%,1999.0
1999-05-01,4.8,4.6,6.1,5.1,9.7,5.1,3.1,5.1,5.2,5.1,5.1,5.7,4.6,4.9,5.1,4.8,4.8,6.3,4.0,4.9,5.4,5.3,5.1,4.7,4.8,5.3,5.5,5.0,5.0,5.7,5.1,5.2,5.1,5.2,4.7,5.1,4.7,6.1,5.1,5.3,4.4,5.1,6.4,5.2,4.4,4.8,5.1,5.7,4.6,4.8,5.8,5.1,5.1,5.6,5.6,5.2,5.2,5.3,6.0,5.3,5.0,5.5,4.8,6.0,4.9,5.6,5.6,5.6,5.2,5.7,4.8,4.92,0.0,73.9844,Democrat,Republican,Republican,,$5.15,4.80%,1999.0
1999-06-01,4.8,4.5,6.0,5.1,9.3,5.0,3.2,5.1,5.1,5.0,5.1,5.6,4.6,4.9,5.1,4.9,4.7,6.2,3.9,4.9,5.4,5.2,5.1,4.7,4.9,5.2,5.4,5.1,4.9,5.5,4.9,5.1,5.1,5.1,4.6,5.1,4.6,6.1,5.1,5.3,4.5,5.1,6.1,5.2,4.5,4.8,5.1,5.6,4.6,4.8,5.8,5.1,5.1,5.5,5.5,4.9,4.9,5.1,5.4,4.8,4.8,5.1,4.7,5.6,4.7,5.4,5.3,5.3,4.9,5.3,4.6,5.13,0.0,73.90406999999999,Democrat,Republican,Republican,,$5.15,4.80%,1999.0
1999-07-01,4.8,4.4,6.1,5.0,9.2,5.0,3.2,5.0,5.1,5.0,5.0,5.8,4.4,4.8,5.0,5.0,4.6,6.3,3.7,4.8,5.3,5.2,5.0,4.5,4.7,5.3,5.5,5.1,5.0,5.3,4.9,5.1,5.0,5.1,4.5,5.0,4.6,6.0,5.0,5.2,4.5,5.0,6.0,5.2,4.5,4.7,5.0,5.5,4.6,4.7,5.8,5.0,5.0,5.5,5.4,5.0,5.1,5.1,5.4,4.8,4.8,5.2,4.8,5.7,4.7,5.5,5.4,5.4,4.9,5.3,4.7,5.24,0.3008423586040809,73.88299,Democrat,Republican,Republican,,$5.15,4.80%,1999.0
1999-08-01,4.7,4.4,6.1,5.0,8.9,5.0,3.2,5.0,5.1,5.0,5.0,5.8,4.2,4.7,5.0,4.8,4.7,6.5,3.5,4.7,5.2,5.2,5.0,4.7,4.8,5.2,5.4,4.9,5.0,5.4,4.8,5.1,5.0,5.1,4.4,5.0,4.6,5.9,5.0,5.2,4.4,5.0,5.8,5.1,4.6,4.8,5.0,5.4,4.7,4.7,5.9,5.0,5.0,5.4,5.4,4.8,5.0,5.0,5.1,4.6,4.7,5.0,4.6,5.4,4.6,5.3,5.2,5.3,4.8,5.1,4.7,5.41,0.2399520095980767,73.91801,Democrat,Republican,Republican,,$5.15,4.80%,1999.0
1999-09-01,4.8,4.6,6.0,5.0,8.8,5.0,3.2,5.0,5.1,5.0,5.0,5.9,4.4,4.8,5.0,4.7,4.8,6.6,3.5,4.8,5.3,5.2,5.0,4.7,4.8,5.3,5.3,5.1,5.0,5.6,5.0,4.9,5.0,5.1,4.5,5.0,4.7,5.9,5.0,5.2,4.4,5.0,5.9,5.1,4.6,4.9,5.0,5.4,4.7,4.7,5.9,5.0,5.0,5.4,5.4,5.0,5.2,5.1,5.3,5.0,4.9,5.1,4.7,5.8,4.6,5.3,5.2,5.5,5.0,5.1,4.9,5.5,0.4787552363854086,73.8392,Democrat,Republican,Republican,,$5.15,4.80%,1999.0
1999-10-01,4.8,4.5,6.0,5.1,8.8,5.0,3.2,5.1,5.1,5.0,5.1,5.9,4.5,4.8,5.1,4.9,4.8,6.6,3.4,4.8,5.4,5.2,5.1,4.8,4.7,5.4,5.4,5.1,5.1,5.8,4.9,4.8,5.1,5.2,4.5,5.1,4.7,5.9,5.1,5.2,4.5,5.1,5.8,5.2,4.6,4.9,5.1,5.5,4.7,4.7,6.0,5.1,5.1,5.5,5.4,5.1,5.1,5.2,5.4,5.1,5.1,5.1,4.7,6.0,4.7,5.4,5.4,5.5,5.1,5.1,5.1,6.13,0.1786777843954645,73.94485,Democrat,Republican,Republican,,$5.15,4.80%,1999.0
1999-11-01,4.8,4.5,5.9,5.1,8.8,5.1,3.1,5.1,5.2,5.0,5.1,5.9,4.4,4.8,5.1,5.2,4.7,6.7,3.4,4.8,5.4,5.2,5.1,4.9,4.7,5.3,5.3,5.2,5.2,5.6,4.9,4.8,5.1,5.2,4.5,5.1,4.7,5.9,5.1,5.2,4.5,5.1,5.9,5.2,4.6,4.9,5.1,5.5,4.7,4.7,6.1,5.1,5.1,5.4,5.4,5.2,5.1,5.3,5.3,5.4,5.2,5.2,4.7,6.3,4.7,5.4,5.4,5.6,5.3,5.5,5.0,6,0.0594530321046615,74.03429,Democrat,Republican,Republican,,$5.15,4.80%,1999.0
1999-12-01,4.8,4.6,6.0,5.0,8.8,5.1,3.2,5.0,5.2,5.0,5.0,5.9,4.5,4.7,5.0,5.3,4.7,6.5,3.6,4.7,5.5,5.2,5.0,4.9,4.8,5.3,5.2,5.3,5.0,5.3,5.0,4.9,5.0,5.2,4.5,5.0,4.7,5.8,5.0,5.2,4.5,5.0,5.7,5.2,4.8,4.9,5.0,5.4,4.8,4.7,5.9,5.0,5.0,5.4,5.3,5.0,5.0,5.2,5.1,5.2,5.0,5.2,4.7,6.0,4.8,5.3,5.3,5.6,5.1,5.4,4.9,6.05,0.0,74.10452,Democrat,Republican,Republican,,$5.15,4.80%,1999.0
2000-01-01,4.8,4.6,5.8,5.0,8.6,5.0,3.3,5.0,5.2,4.9,5.0,5.8,4.6,4.8,5.0,5.2,4.7,6.4,3.9,4.7,5.5,5.2,5.0,5.0,4.9,5.4,5.2,5.2,4.8,5.3,4.9,4.9,5.0,5.2,4.5,5.0,4.7,5.9,5.0,5.2,4.4,5.0,5.7,5.2,4.8,4.9,5.0,5.4,4.8,4.7,5.9,5.0,5.0,5.4,5.3,4.9,4.9,5.0,5.1,4.9,4.8,5.1,4.5,5.8,4.6,5.1,5.1,5.6,4.9,5.0,4.8,5.95,0.2970885323826611,74.25278,Democrat,Republican,Republican,,$5.15,4.10%,2000.0
2000-02-01,4.8,4.6,5.8,5.0,8.5,5.0,3.3,5.0,5.2,4.9,5.0,5.8,4.5,4.7,5.0,5.1,4.6,6.5,3.9,4.8,5.4,5.1,5.0,4.9,4.9,5.4,5.1,5.2,4.9,5.3,4.7,4.8,5.0,5.1,4.5,5.0,4.6,5.9,5.0,5.2,4.4,5.0,5.6,5.1,4.9,4.8,5.0,5.3,4.8,4.7,5.9,5.0,5.0,5.3,5.3,4.8,4.9,4.9,5.3,4.9,4.7,5.0,4.4,5.7,4.6,5.1,5.1,5.6,4.8,5.0,4.7,6.01,0.5924170616113722,74.27563,Democrat,Republican,Republican,,$5.15,4.10%,2000.0
2000-03-01,4.8,4.5,5.7,4.9,8.3,4.9,3.5,4.9,5.1,4.9,4.9,5.7,4.5,4.7,4.9,5.0,4.6,6.4,3.8,4.7,5.3,5.0,4.9,5.0,4.9,5.4,5.1,5.2,4.9,5.2,4.5,4.8,4.9,5.1,4.3,4.9,4.6,5.8,4.9,5.1,4.3,4.9,5.6,5.0,4.9,4.7,4.9,5.2,4.8,4.6,5.8,4.9,4.9,5.3,5.2,4.8,4.9,4.9,5.3,4.7,4.7,4.9,4.4,5.6,4.4,5.0,5.0,5.4,4.8,5.1,4.6,6.14,0.8244994110718329,74.22861,Democrat,Republican,Republican,,$5.15,4.10%,2000.0
2000-04-01,4.8,4.6,5.6,4.9,8.3,4.9,3.6,4.9,5.2,4.8,4.9,5.7,4.5,4.7,4.9,5.2,4.6,6.4,3.8,4.6,5.2,5.1,4.9,5.0,4.9,5.3,5.1,5.4,4.7,5.2,4.5,4.8,4.9,5.1,4.3,4.9,4.7,5.7,4.9,5.2,4.3,4.9,5.5,5.0,4.9,4.8,4.9,5.2,4.8,4.6,5.8,4.9,4.9,5.3,5.3,4.9,5.0,4.9,5.1,4.8,4.6,5.2,4.6,5.4,4.6,5.3,5.3,5.4,4.8,5.2,4.6,6.28,0.0584112149532911,74.51271,Democrat,Republican,Republican,,$5.15,4.10%,2000.0
